id,date,theater,company,title,genre,author,composer,notes
65,1781-02-11,Bth,Court,Die Wildschützen,Lustspiel,Stephanie d. J.,unknown,NA
66,1781-02-11,Kth,French,L'Amoreux de quinze ans,Comédie mêlée d'ariettes,Laujon,Martini,NA
67,1781-02-11,Kth,French,No title,Ballet,unknown,unknown,NA
68,1781-02-12,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,Premiere in the Burgtheater on 26 Jul 1780
69,1781-02-12,Kth,Kinder,Die natürliche Zauberey,Lustspiel,Weiße,NA,NA
70,1781-02-12,Kth,Kinder,Die Horazier,Ballet,Vogt,unknown,NA
71,1781-02-13,Bth,Court,Der Spleen,Lustspiel,Stephanie d. J.,NA,NA
72,1781-02-13,Bth,Court,Der Sklavenhändler von Smyrna,Singspiel,Chamfort,unknown,Premiere. Performed only one more time on 21 Feb before being permanently dropped.
73,1781-02-13,Kth,French,La Bonne Fille,Opéra comique,unknown,unknown,NA
74,1781-02-13,Kth,French,Le François à Londres,Comédie,Boissy,NA,NA
75,1781-02-14,Bth,Court,Der Graf von Walltron,Trauerspiel,Möller,NA,NA
76,1781-02-14,Kth,Kinder,Die Näscherinn,Singspiel,Weiße,Kriner,NA
77,1781-02-14,Kth,Kinder,Agamemnon,Ballet,Noverre,unknown,NA
78,1781-02-15,Bth,Court,Die Liebe unter den Handwerksleuten,Singspiel,Goldoni,Gassmann,NA
79,1781-02-15,Kth,French,Le Déserteur,Drame mêlé de musique,Sedaine,Monsigny,NA
80,1781-02-15,Kth,French,No title,Ballet,unknown,unknown,NA
81,1781-02-16,Bth,NA,"Concert, Anton Ulbrich",NA,NA,NA,"""Musikalische Akadamie zum Vortheil Hr. Anton Ulbrich, von WIen.""""Anton"" may have been either Anton Ignaz Ulbrich (1706–1796) or his son Anton Johann Nepomuk (1754–1830), both trombonists. Neither is known to have composed. One wonders whether this might have been a family concert, perhaps also including Johann Nepomuk Maximilian (1743–1814), who was a composer."
82,1781-02-17,Bth,Court,Das Loch in der Thüre,Lustspiel,Stephanie d. J.,NA,NA
83,1781-02-17,Kth,French,Les Talens à la mode,Comédie,Boissy,NA,NA
84,1781-02-17,Kth,French,La Double Frayeur,Comédie,unknown,NA,NA
85,1781-02-17,Kth,French,No title,Ballet,unknown,unknown,NA
86,1781-02-18,Bth,Court,Das Loch in der Thüre,Lustspiel,Stephanie d. J.,NA,NA
87,1781-02-18,Kth,Kinder,"Hanns bleibt Hanns, oder der Bauer, ein Fürst",Lustspiel,Schink,NA,NA
88,1781-02-18,Kth,Kinder,Die Horazier,Ballet,Vogt,unknown,NA
89,1781-02-19,Bth,Court,Die Liebe unter den Handwerksleuten,Singspiel,Goldoni,Gassmann,NA
90,1781-02-19,Kth,French,Les Talens à la mode,Comédie,Boissy,NA,NA
91,1781-02-19,Kth,French,Le Tonnellier,Opéra comique,Audinot,Gossec,NA
92,1781-02-19,Kth,French,No title,Ballet,unknown,unknown,NA
93,1781-02-20,Bth,Court,Der Jurist und der Bauer,Lustspiel,Rautenstrauch,NA,NA
94,1781-02-20,Kth,Kinder,Ariadne auf Naxos,Duodrama,Brandes,Benda,NA
95,1781-02-20,Bth,Court,Medea,Melodrama,Gotter,Benda,NA
96,1781-02-20,Kth,Kinder,Die Horazier,Ballet,Vogt,unknown,NA
97,1781-02-21,Bth,Court,"Soliman der Zweyte, oder Die drey Sultaninnen",Lustspiel,Favart,NA,NA
98,1781-02-21,Bth,Court,Der Sklavenhändler von Smyrna,Singspiel,Chamfort,unknown,Second and final performance
99,1781-02-21,Kth,French,Le Mercure galant ou la Comédie sans titre,Comédie,Boursault,NA,NA
100,1781-02-21,Kth,French,La Double Frayeur,Comédie,unknown,NA,NA
101,1781-02-21,Kth,French,No title,Ballet,unknown,unknown,NA
102,1781-02-22,Bth,Court,Das Winterquartier in Amerika,Lustspiel,Babo,NA,"Zinzendorf attended this performance and that of Der eifersüchtige Liebhaber. It was his first attendance of a public theatrical performances since his return from Trieste.""♃. 22. Fevrier. [...] Dela au Spectacle national. D[as] WinterQuartier in America. La Jaquet, jolie actrice. Der eifersüchtige Liebhaber opera comique françois traduit. belle musique. Adamberger chanta bien. La Lang qui est grosse point parfaitement, Vischer bien. L'air de Alonso Sans jalousie point d'amour. J'etois avec M:e de Thun dans la loge du C:te Rosenberg."""
103,1781-02-22,Bth,Court,Der eifersüchtige Liebhaber,Singspiel,Hales,Grétry,NA
104,1781-02-22,Kth,Kinder,Die wahre Liebe,Lustspiel,Schiebeler,NA,NA
105,1781-02-22,Kth,Kinder,Die Näscherinn,Singspiel,Weiße,Kriner,NA
106,1781-02-22,Kth,Kinder,Adelheid von Ponthieu,Ballet,Noverre,Starzer,"""Adelheid von Ponthieu."""
107,1781-02-23,Bth,NA,"Concert, Tebaldo Monzani",NA,NA,NA,This was Monzani's only known appearance in Vienna
108,1781-02-24,Bth,Court,Das Loch in der Thüre,Lustspiel,Stephanie d. J.,NA,"""Hr. Autors Einnahme.""This was the third performance, and the proceeds went to Stephanie d. J.Zinendorf attempted to go to this performance, but couldn't find a seat."
109,1781-02-24,Kth,Kinder,"Hanns bleibt Hanns, oder der Bauer, ein Fürst",Lustspiel,Schink,NA,NA
110,1781-02-24,Kth,Kinder,Die wahre Liebe,Lustspiel,Schiebeler,NA,NA
111,1781-02-24,Kth,Kinder,Die Horazier,Ballet,Vogt,unknown,NA
112,1781-02-25,Bth,Court,Die Rechnung ohne den Wirth,Lustspiel,Schletter,NA,NA
113,1781-02-25,Bth,Court,"Die pücefarbnen Schuhe, oder Die schöne Schusterin",Singspiel,Stephanie d. J.,Umlauf,NA
114,1781-02-25,Kth,French,Don Japhet d'Armenie,Comédie,Scarron,NA,NA
115,1781-02-25,Kth,French,No title,Ballet,unknown,unknown,NA
116,1781-02-26,Bth,Court,Wahrheit ist gut Ding,Lustspiel,Goldoni,NA,NA
117,1781-02-26,Kth,Kinder,"Hanns bleibt Hanns, oder der Bauer, ein Fürst",Lustspiel,Schink,NA,NA
118,1781-02-26,Kth,Kinder,Die Näscherinn,Singspiel,Weiße,Kriner,NA
119,1781-02-26,Kth,Kinder,Die Horazier,Ballet,Vogt,unknown,NA
120,1781-02-27,Bth,Court,Der Schneider und sein Sohn,Lustspiel,Fuß,NA,NA
121,1781-02-27,Bth,Court,Der Faßbinder,Singspiel,Poinsinet,Philidor,NA
122,1781-02-27,Kth,French,L'Amoreux de quinze ans,Comédie mêlée d'ariettes,Laujon,Martini,NA
123,1781-02-27,Kth,French,Rose et Colas,Opéra comique,Sedaine,Monsigny,NA
124,1781-02-27,Kth,French,No title,Ballet,unknown,unknown,NA
125,1781-03-04,Bth,NA,"Concert, Valentin Adamberger",NA,NA,NA,"""Musikalische Akademie. / Zum Vortheil Hr. Adambergers Mitglied d. K. K. / N. H. Schaubühne."""
126,1781-03-06,Bth,NA,"Concert, Mathias Thurner",NA,NA,NA,"""Dergleichen z. V. Hr. Thurners, M. d. Orchest. b. Nationaltheater.""Mathias Thurner was a flutist in the orchestra of the court orchestra in Vienna; see Steblin, JAMIS 2008."
127,1781-03-08,Bth,NA,"Concert, French company",NA,NA,NA,"""Dergleichen z. V. der Unternehmer des Franz. Schauspiels."""
128,1781-03-11,Kth,NA,"Concert, Tonkünstler-Societät",NA,NA,NA,"""Dergleichen z. V. der Tonkünstler Gesellschaft allhier. Alcid am Scheidwege.""Hasse's Alcide al bivio"
129,1781-03-12,Bth,NA,"Concert, Ludwig Fischer",NA,NA,NA,NA
130,1781-03-13,Kth,NA,"Concert, Tonkünstler-Societät",NA,NA,NA,"""Wie am Sonntag den 11. d. M.""Hasse's Alcide al bivio"
131,1781-03-15,Bth,NA,"Concert, Józef Boruwłaski (dwarf)",NA,NA,NA,"""Dergleichen / z. V. Hr. Boruwlaski in Königl. Pohlnischen / Diensten.""See Boruwłaski's description of his visit to Vienna in 1781 and his concert in his autobiography, 159ffMorrow (249) notes that the concert is in Zinzendorf, who mentions a guitar player and Adamberger"
132,1781-03-18,Bth,NA,"Concert, Vincenzo Righini",NA,NA,NA,"""Dergleichen / z. V. Hr. Righini, gen. Apolls Geburtstag.""= Il natale di Apollo"
133,1781-03-19,Bth,NA,"Concert, Friedrich Ramm",NA,NA,NA,"""Dergleichen / z. V. Hr. Ramms in Churbayer. Diensten."""
134,1781-03-20,Kth,NA,"Concert, Elisabeth Mara",NA,NA,NA,"""Dergleichen / z. V. der Madame Mara.""In Schletter, the date appears as ""Dienstag / d. a2. [sic]""MBA, iii:101, Wolfgang to Leopold, 24 Mar:""die Mara ist hier; – sie hat vergangen dienstag eine accademie im Theater gegeben. – ihr Mann hat sich nicht dürfen sehen lassen, sonst hätte das orchstre nicht accompagnirt, weil er in die Zeitungen gedruckt hat, i ganz Wien seye kein Mensch im stande ihm zu accompagniren."""
135,1781-03-25,Bth,NA,"Concert, Vincenzo Righini",NA,NA,NA,Reprise of Il natale di Apollo
136,1781-03-26,Bth,NA,"Concert, Peter Winter and Franz Tausch",NA,NA,NA,"""Dergleichen / z. V. Hr. Winter und Tausch, in Churbayer. / Diensten.""Cf. 2 Feb"
137,1781-03-27,Bth,NA,"Concert, Madame Olivieri",NA,NA,NA,"""Dergleichen / z. V. der Madame Olivieri.""Madame Olivieri not yet identified"
138,1781-03-29,Bth,NA,"Concert, Madame Varenne",NA,NA,NA,"""Dergleichen / z. V. der Madam Varennes.""In ZinzendorfMadame Varenne played in concerts at the French ambassador's on 24 Mar, 28 Mar, 7 Apr, and 5 May 1781 (on 7 Apr with ""Herr Varene"", violin), and on 4 Apr at Prince Paar."
139,1781-04-01,Kth,NA,"Concert, Tonkünstler-Societät",NA,NA,NA,Albrechtsberger's Die Pilgrime auf Golgatha was performed.
140,1781-04-03,Kth,NA,"Concert, Tonkünstler-Societät",NA,NA,NA,Albrechtsberger's Die Pilgrime auf Golgatha was performed.A Mozart symphony was performed and he played the piano.
141,1781-04-05,Kth,NA,"Concert, Elisabeth Mara",NA,NA,NA,NA
142,1781-04-16,Bth,Court,Agnes Bernauerinn,Trauerspiel,Toerring,NA,NA
618,1781-04-17,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,NA
619,1781-04-17,Kth,French,Eugenie,Trauerspiel,Beaumarchais,NA,NA
620,1781-04-17,Kth,French,L'Epoux par supercherie,Comédie,Boissy,NA,NA
621,1781-04-18,Bth,Court,Agnes Bernauerinn,Trauerspiel,Toerring,NA,"This performance was attended by the Emperor, Archduchesses Maria Anna, Maria, and Maria Elisabeth, and Duke Albert von Sachsen-Teschen (WZ, Sat, 21 Apr 1781, no. 32, [6]"
143,1781-04-19,Bth,Court,Die verfolgte Unbekannte,Singspiel,Petrosellini,Anfossi,NA
144,1781-04-19,Kth,French,L'Homme du jour,Comédie,Boissy,NA,NA
145,1781-04-19,Kth,French,Les Legs,Comédie,Marivaux,NA,NA
146,1781-04-20,Bth,unknown,Wissenschaft geht vor Schönheit,Lustspiel,Goldoni,NA,"This performance in the Burgtheater is not in Hadamowsky or Von Alth/Obzyna. Because it took place on a Friday, it may have been a benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day.""Wissenschaft. geht vor / Schonheit [sic]. / L. in 3. A. n. G. v. B."""
147,1781-04-21,Bth,Court,Die Gefahren der Verführung,Schauspiel,Mercier,NA,Performed only four times before being dropped.
148,1781-04-21,Bth,Court,"Adelaide, oder die Antipathie gegen die Liebe",Lustspiel,Du Doyer de Gastels,NA,Performed only three times
149,1781-04-22,Bth,Court,Die Gefahren der Verführung,Schauspiel,Mercier,NA,NA
150,1781-04-22,Kth,French,Les Deux Chasseurs et la Laitière,Comédie mêlée d'ariettes,Anseaume,Duni,"""L'Offcier & le grand Baillif. C. 5. / la Laitiere. C. 1. a.""Identification of ""La Laitiere"" as the work by Anseaume and Duni is provisional."
151,1781-04-22,Kth,French,L'Officier et le grand Baillif,Comédie,unknown,NA,NA
152,1781-04-23,Bth,Court,Die große Batterie,Lustspiel,Ayrenhoff,NA,NA
153,1781-04-23,Bth,Court,Andromeda und Perseus,Schauspiel,Kempelen,Zimmermann,Performed only four times before being dropped.
154,1781-04-24,Bth,Court,Die gegenseitige Probe,Lustspiel,Legrand,NA,NA
155,1781-04-24,Bth,Court,Der Hausfreund,Singspiel,Marmontel,Grétry,NA
156,1781-04-24,Kth,French,Les Trois Jumeaux vénetiens,Comédie,Colalto Mattiuzzi,NA,"""Les 3. jumeaux venetiens. C. 3. 2."""
157,1781-04-24,Kth,French,"L'Amant, Auteur et Valet",Comédie,Cérou,NA,NA
158,1781-04-25,Bth,Court,Emilia Galotti,Trauerspiel,Lessing,NA,NA
159,1781-04-25,Kth,French,Les Folies amoureuses,Comédie,Regnard,NA,NA
160,1781-04-25,Kth,French,"L'Homme noir, ou le Spleen",Comédie,Gernevalde,NA,Identification of work mildly uncertain
161,1781-04-26,Bth,Court,"Jenny, oder die Uneigennützigkeit",Drame,Marsollier,NA,NA
163,1781-04-26,Bth,Court,"Adrast und Isidore, oder die Nachtmusik",Singspiel,Bretzner,Miča,Performed only twice
162,1781-04-27,Bth,unknown,Die verstorbene Ehefrau,Lustspiel,Bretzner,NA,Not in Hadamowsky or Von Alth/Obzyna. Possibly a benefit.
164,1781-04-27,Kth,NA,"Concert, Johann Lausch",NA,NA,NA,"""Musikalische Akademie / z. V. Hr. Johann Lausch."""
165,1781-04-28,Kth,Court,Die Schwäger,Trauerspiel,Eckardt,NA,Performed only three times
166,1781-04-28,Bth,Court,"Adelaide, oder die Antipathie gegen die Liebe",Lustspiel,Du Doyer de Gastels,NA,NA
167,1781-04-28,Kth,French,Le Tableau parlant,Opéra comique,Anseaume,Grétry,NA
168,1781-04-28,Kth,French,Les Précieuses ridicules,Comédie,Molière,Monsigny,NA
169,1781-04-28,Kth,French,Pygmalion,Melodrama,Rousseau,Coignet,NA
170,1781-04-29,Bth,Court,Die Schwäger,Trauerspiel,Eckardt,NA,NA
171,1781-04-29,Bth,Court,Der dankbare Sohn,Lustspiel,Engel,NA,NA
172,1781-04-29,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
173,1781-04-29,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
174,1781-04-30,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
175,1781-05-01,Bth,Court,Der sehende Blinde,Lustspiel,Legrand,NA,NA
176,1781-05-01,Bth,Court,Andromeda und Perseus,Schauspiel,Kempelen,Zimmermann,NA
177,1781-05-01,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
178,1781-05-01,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
179,1781-05-02,Bth,Court,Der flatterhafte Ehemann,Lustspiel,Cibber,NA,NA
180,1781-05-02,Kth,NA,"Concert, Brigida Banti",NA,NA,NA,NA
181,1781-05-03,Bth,Court,Die abgenöthige Einwilligung,Lustspiel,Guyot de Merville,NA,NA
182,1781-05-03,Bth,Court,Der eifersüchtige Liebhaber,Singspiel,Hales,Grétry,NA
183,1781-05-03,Kth,French,L'École des femmes,Comédie,Molière,NA,NA
184,1781-05-03,Kth,French,Les Deux Chasseurs et la Laitière,Comédie mêlée d'ariettes,Anseaume,Duni,NA
185,1781-05-04,Bth,unknown,Die verstorbene Ehefrau,Lustspiel,Bretzner,NA,"Not in Hadamowsky or Von Alth/Obzyna. Benefit? Hadamowsky has the Burgtheater as ""geschollsen"" on this day."
186,1781-05-05,Bth,Court,Die Schwäger,Trauerspiel,Eckardt,NA,"""Autors Einnahme"". Final performance."
187,1781-05-05,Bth,Court,Wer wird sie kriegen,Lustspiel,Eckardt,NA,Premiere on the same day as the last of three performances of Eckardt's Die Schwäger. Performed only three times.
188,1781-05-05,Kth,French,Rose et Colas,Opéra comique,Sedaine,Monsigny,NA
189,1781-05-05,Kth,French,Democrite amoureux,Comédie,Regnard,NA,NA
190,1781-05-06,Bth,Court,Der Neugierige,Lustspiel,Stephanie d. J.,NA,NA
191,1781-05-06,Kth,French,Elle a raison,Comédie,unknown,NA,NA
192,1781-05-06,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
193,1781-05-07,Bth,Court,Der Schubkarren des Essighändlers,Lustspiel,Mercier,NA,"""Der Eßighandler. / L. in 3. A. a. d. Fr.""Adapted from Mercier's La Brouette du vinaigrier."
194,1781-05-07,Bth,Court,Ariadne auf Naxos,Duodrama,Brandes,Benda,NA
195,1781-05-08,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
196,1781-05-08,Kth,French,Le Père de famille,Comédie,Diderot,NA,NA
197,1781-05-09,Bth,Court,Wahrheit ist gut Ding,Lustspiel,Goldoni,NA,NA
198,1781-05-09,Kth,NA,"Concert, Brigida Banti",NA,NA,NA,"Morrow, 250, based on entry in Zinzendorf"
199,1781-05-10,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
200,1781-05-10,Kth,French,Le Sorcier,Opéra comique,Poinsinet,Philidor,"""Du Sorcier. O. 2. a."""
201,1781-05-10,Kth,French,Dupuis et Desronais,Comédie,Collé,NA,"""Dupuis & des Ronæls.C. / 3. a.""This title only in Bender (based on Schletter). Schinke has ""Depuis & de Ronais""."
202,1781-05-11,Bth,unknown,Der Zaubergürtel,Lustspiel,Rousseau,NA,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
203,1781-05-11,Bth,unknown,Ariadne auf Naxos,Duodrama,Brandes,Benda,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
204,1781-05-12,Bth,Court,"Geschwind, eh es jemand erfährt",Lustspiel,Goldoni,NA,NA
205,1781-05-12,Bth,Court,Andromeda und Perseus,Schauspiel,Kempelen,Zimmermann,NA
206,1781-05-12,Kth,French,Le Maréchal ferrant,Opéra comique,Quétant,Philidor,NA
207,1781-05-12,Kth,French,Elle a raison,Comédie,unknown,NA,NA
208,1781-05-13,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
209,1781-05-13,Kth,French,L'Officieux,Comédie,Piédefer,NA,NA
210,1781-05-13,Kth,French,Nanette et Lucas,Opéra comique,Framery,d'Herbain,NA
211,1781-05-14,Bth,Court,Das Loch in der Thüre,Lustspiel,Stephanie d. J.,NA,NA
212,1781-05-14,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
213,1781-05-14,Kth,French,Silvain,Opéra comique,Marmontel,Grétry,NA
214,1781-05-15,Bth,Court,Der Oberamtmann und die Soldaten,Schauspiel,d'Herbois,NA,From Calderon's Alcalde de Zalamea
215,1781-05-16,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,NA
216,1781-05-16,Kth,French,Turcaret,Comédie,Lesage,NA,NA
218,1781-05-16,Kth,French,Le Sorcier,Opéra comique,Poinsinet,Philidor,NA
217,1781-05-17,Bth,Court,Die Gefahren der Verführung,Schauspiel,Mercier,NA,NA
219,1781-05-17,Bth,Court,Wer wird sie kriegen,Lustspiel,Eckardt,NA,NA
220,1781-05-17,Kth,French,Le Cercle ou la Soirée à la mode,Comédie,Poinsinet,NA,"""La Soiree a la Mode. C. 1. a."""
221,1781-05-17,Kth,French,Les Trois Frères rivaux,Comédie,La Font,NA,NA
222,1781-05-17,Kth,French,Les Deux Avares,Opéra comique,Falbaire de Quingey,Grétry,NA
223,1781-05-18,Bth,unknown,Die Brüder,Lustspiel,Romanus,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day."
224,1781-05-18,Kth,NA,"Concert, Monsieur Cervasi",NA,NA,NA,"Sartori:	Matteo Gervasi, composer of La Mistica vittoria (1772)	Giuseppe Gervasoni, a singer active in the early 1780s	Susanna Gervasio, singerGerber 1790, only name even close is Mr. Gervais, violinist who appeared at the Concert spirituel in Paris.There was a tenor Cesare Cervasi in the 1820s"
225,1781-05-19,Bth,Court,Hamlet,Trauerspiel,Shakespeare,NA,Probably with Schröder in the title role?
226,1781-05-20,Bth,Court,Der Bettelstudent,Lustspiel,Weidmann,NA,NA
227,1781-05-20,Bth,Court,Nacht und Ungefähr,Lustspiel,Capacelli,NA,NA
228,1781-05-20,Kth,French,Les Pêcheurs,Opéra comique,La Salle,Gossec,NA
229,1781-05-20,Kth,French,Les Fourberies de Scapin,Comédie,Molière,NA,NA
230,1781-05-21,Bth,Court,Henriette,Lustspiel,Großmann,NA,NA
231,1781-05-22,Bth,Court,"Jenny, oder die Uneigennützigkeit",Drame,Marsollier,NA,NA
232,1781-05-22,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
235,1781-05-22,Kth,French,L'Avocat Patelin,Comédie,Brueys,NA,NA
236,1781-05-22,Kth,French,Nanette et Lucas,Opéra comique,Framery,d'Herbain,NA
237,1781-05-23,Bth,Court,Athelstan,Trauerspiel,Brown,NA,NA
233,1781-05-24,Kth,French,Le Tartuffe,Comédie,Molière,NA,NA
234,1781-05-24,Kth,French,Le Tableau parlant,Opéra comique,Anseaume,Grétry,NA
238,1781-05-24,Bth,Court,Das Portrait,Lustspiel,Beauchamps,NA,NA
239,1781-05-24,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
240,1781-05-25,NA,NA,Theaters closed,NA,NA,NA,NA
241,1781-05-26,Bth,Court,Der argwöhnische Ehemann,Lustspiel,Gotter,NA,NA
242,1781-05-26,Kth,French,Le Legataire universel,Comédie,Regnard,NA,NA
243,1781-05-26,Kth,French,Le Milicien,Comédie,Anseaume,Duni,NA
244,1781-05-27,Bth,Court,Der argwöhnische Ehemann,Lustspiel,Gotter,NA,NA
245,1781-05-27,Kth,French,Le Tartuffe,Comédie,Molière,NA,NA
246,1781-05-27,Kth,French,Rose et Colas,Opéra comique,Sedaine,Monsigny,NA
247,1781-05-28,Bth,Court,Die Widersprecherin,Lustspiel,Dufresny,NA,NA
248,1781-05-28,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
249,1781-05-29,Bth,Court,Der Schmuck,Lustspiel,Sprickmann,NA,NA
250,1781-05-29,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
251,1781-05-29,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
252,1781-05-30,Bth,Court,Die Trauer,Lustspiel,Hauteroche,NA,NA
253,1781-05-30,Bth,Court,"Adrast und Isidore, oder die Nachtmusik",Singspiel,Bretzner,Miča,Second and final performance
254,1781-05-31,Bth,Court,Romeo und Julie,Trauerspiel,Shakespeare,NA,NA
255,1781-05-31,Kth,French,Le Tartuffe,Comédie,Molière,NA,NA
256,1781-05-31,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
258,1781-06-01,Bth,unknown,"Hanns bleibt Hanns, oder der Bauer, ein Fürst",Lustspiel,Schink,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
259,1781-06-01,Bth,unknown,Die Geschwisterliebe,Schauspiel,Weiße,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
260,1781-06-02,Bth,Court,Der Herr Gevatter,Lustspiel,Prévost,NA,NA
261,1781-06-02,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
262,1781-06-02,Kth,French,Le Legataire universel,Comédie,Regnard,NA,NA
263,1781-06-02,Kth,French,Le Huron,Opéra comique,Marmontel,Grétry,NA
264,1781-06-03,NA,NA,Theaters closed for Pentecost (Pfingsten),NA,NA,NA,"""Vacat wegen Pfingstfestes"""
265,1781-06-04,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
266,1781-06-04,Kth,French,Le Huron,Opéra comique,Marmontel,Grétry,NA
267,1781-06-04,Kth,French,Le Page étourdi,Comédie,unknown,NA,NA
268,1781-06-05,Bth,Court,"Eugenie, oder Die Tugend in Gefahr",Trauerspiel,Beaumarchais,NA,NA
269,1781-06-05,Bth,Court,Die Rechnung ohne den Wirth,Lustspiel,Schletter,NA,NA
270,1781-06-06,Bth,Court,Die Liebe unter den Handwerksleuten,Singspiel,Goldoni,Gassmann,NA
271,1781-06-07,Bth,Court,Die Nebenbuhler,Lustspiel,Sheridan,NA,NA
272,1781-06-07,Kth,French,Zémire et Azor,Opéra comique,Marmontel,Grétry,NA
273,1781-06-08,NA,NA,Theaters closed,NA,NA,NA,NA
274,1781-06-09,Bth,Court,Richard der Dritte,Trauerspiel,Weiße,NA,NA
275,1781-06-09,Kth,French,Jeannot et Colin,Comédie,Voltaire,NA,"First performed in Paris for the first time 14 Nov 1780. Adapted from a ""conte philosophique"" by Voltaire (1764)"
276,1781-06-09,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
277,1781-06-10,Bth,Court,Die Wölfe in der Heerde,Lustspiel,Stephanie d. J.,NA,NA
278,1781-06-10,Kth,French,Zémire et Azor,Opéra comique,Marmontel,Grétry,NA
279,1781-06-11,Bth,Court,Die Wirthschaftlerinn,Lustspiel,Stephanie d. J.,NA,NA
280,1781-06-11,Bth,Court,Die abgeredte Zauberey,Singspiel,Marmontel,Grétry,NA
