id,date_id,theater,company,title,genre,author,composer,notes
193,5/7/1781,Bth,Court,Der Schubkarren des Essighändlers,Lustspiel,Mercier,NA,"""Der Eßighandler. / L. in 3. A. a. d. Fr.""Adapted from Mercier's La Brouette du vinaigrier.Zinzendorf attended these peformances: ""Le soir au Theatre. der Wein Eßig Händler. mauvais pièce que Schroeter rendit tres suportable par son jeu excellent. Ariadne zu Naxos Ein melodrama. M:e Schroeter tres bien [****], joua assez bien. L'orage a merveille."""
NA,NA,NA,NA,NA,NA,Brahm,NA,NA
194,5/7/1781,Bth,Court,Ariadne auf Naxos,Duodrama,Brandes,Benda,"Zinzendorf attended these peformances: ""Le soir au Theatre. der Wein Eßig Händler. mauvais pièce que Schroeter rendit tres suportable par son jeu excellent. Ariadne zu Naxos Ein melodrama. M:e Schroeter tres bien [****], joua assez bien. L'orage a merveille."""
195,5/8/1781,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
196,5/8/1781,Kth,French,Le Père de famille,Comédie,Diderot,NA,NA
197,5/9/1781,Bth,Court,Wahrheit ist gut Ding,Lustspiel,Goldoni,NA,NA
NA,NA,NA,NA,NA,NA,Schletter,NA,NA
198,5/9/1781,Kth,NA,"Concert, Brigida Banti",NA,NA,NA,"Morrow, 250, based on entry in Zinzendorf"
199,5/10/1781,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
200,5/10/1781,Kth,French,Le Sorcier,Opéra comique,Poinsinet,Philidor,"""Du Sorcier. O. 2. a."""
201,5/10/1781,Kth,French,Dupuis et Desronais,Comédie,Collé,NA,"""Dupuis & des Ronæls.C. / 3. a.""This title only in Bender (based on Schletter). Schinke has ""Depuis & de Ronais""."
202,5/11/1781,Bth,unknown,Der Zaubergürtel,Lustspiel,Rousseau,NA,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
NA,NA,NA,NA,NA,NA,unknown,NA,NA
203,5/11/1781,Bth,unknown,Ariadne auf Naxos,Duodrama,Brandes,Benda,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
204,5/12/1781,Bth,Court,"Geschwind, eh es jemand erfährt",Lustspiel,Goldoni,NA,NA
NA,NA,NA,NA,NA,NA,Bock,NA,NA
205,5/12/1781,Bth,Court,Andromeda und Perseus,Schauspiel,Kempelen,Zimmermann,"Zinzendorf attended this performance: ""Andromede melodrame musique de M. Zimmer,ann. M:e Sacco joua comme un ange. le mot de Wahrheit quelle expression elle lui donna, en [***]ant a Persée qu'elle l'aime."""
206,5/12/1781,Kth,French,Le Maréchal ferrant,Opéra comique,Quétant,Philidor,NA
NA,NA,NA,NA,NA,NA,Anseaume,NA,NA
207,5/12/1781,Kth,French,Elle a raison,Comédie,unknown,NA,NA
208,5/13/1781,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
209,5/13/1781,Kth,French,L'Officieux,Comédie,Piédefer,NA,"Zinzendorf attended these perfromances: ""Au Spectac;le françois. L'homme officieux, puis Nanette et Lucas."""
210,5/13/1781,Kth,French,Nanette et Lucas,Opéra comique,Framery,d'Herbain,NA
211,5/14/1781,Bth,Court,Das Loch in der Thüre,Lustspiel,Stephanie d. J.,NA,NA
212,5/14/1781,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
213,5/14/1781,Kth,French,Silvain,Opéra comique,Marmontel,Grétry,NA
214,5/15/1781,Bth,Court,Der Oberamtmann und die Soldaten,Schauspiel,d'Herbois,NA,From Calderon's Alcalde de Zalamea
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
215,5/16/1781,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,NA
NA,NA,NA,NA,NA,NA,Faber,NA,NA
216,5/16/1781,Kth,French,Turcaret,Comédie,Lesage,NA,NA
218,5/16/1781,Kth,French,Le Sorcier,Opéra comique,Poinsinet,Philidor,NA
217,5/17/1781,Bth,Court,Die Gefahren der Verführung,Schauspiel,Mercier,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
219,5/17/1781,Bth,Court,Wer wird sie kriegen,Lustspiel,Eckardt,NA,NA
220,5/17/1781,Kth,French,Le Cercle ou la Soirée à la mode,Comédie,Poinsinet,NA,"""La Soiree a la Mode. C. 1. a."""
221,5/17/1781,Kth,French,Les Trois Frères rivaux,Comédie,La Font,NA,NA
222,5/17/1781,Kth,French,Les Deux Avares,Opéra comique,Falbaire de Quingey,Grétry,NA
223,5/18/1781,Bth,unknown,Die Brüder,Lustspiel,Romanus,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day."
224,5/18/1781,Kth,NA,"Concert, Monsieur Cervasi",NA,NA,NA,"Sartori:	Matteo Gervasi, composer of La Mistica vittoria (1772)	Giuseppe Gervasoni, a singer active in the early 1780s	Susanna Gervasio, singerGerber 1790, only name even close is Mr. Gervais, violinist who appeared at the Concert spirituel in Paris.There was a tenor Cesare Cervasi in the 1820s"
225,5/19/1781,Bth,Court,Hamlet,Trauerspiel,Shakespeare,NA,Probably with Schröder in the title role?
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
226,5/20/1781,Bth,Court,Der Bettelstudent,Lustspiel,Weidmann,NA,NA
227,5/20/1781,Bth,Court,Nacht und Ungefähr,Lustspiel,Capacelli,NA,NA
NA,NA,NA,NA,NA,NA,Laudes,NA,NA
228,5/20/1781,Kth,French,Les Pêcheurs,Opéra comique,La Salle,Gossec,NA
229,5/20/1781,Kth,French,Les Fourberies de Scapin,Comédie,Molière,NA,NA
230,5/21/1781,Bth,Court,Henriette,Lustspiel,Großmann,NA,NA
231,5/22/1781,Bth,Court,"Jenny, oder die Uneigennützigkeit",Drame,Marsollier,NA,NA
232,5/22/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
235,5/22/1781,Kth,French,L'Avocat Patelin,Comédie,Brueys,NA,NA
236,5/22/1781,Kth,French,Nanette et Lucas,Opéra comique,Framery,d'Herbain,NA
237,5/23/1781,Bth,Court,Athelstan,Trauerspiel,Brown,NA,NA
233,5/24/1781,Kth,French,Le Tartuffe,Comédie,Molière,NA,NA
234,5/24/1781,Kth,French,Le Tableau parlant,Opéra comique,Anseaume,Grétry,NA
238,5/24/1781,Bth,Court,Das Portrait,Lustspiel,Beauchamps,NA,NA
NA,NA,NA,NA,NA,NA,unknown,NA,NA
239,5/24/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
240,5/25/1781,NA,NA,Theaters closed,NA,NA,NA,NA
241,5/26/1781,Bth,Court,Der argwöhnische Ehemann,Lustspiel,Gotter,NA,NA
242,5/26/1781,Kth,French,Le Legataire universel,Comédie,Regnard,NA,NA
243,5/26/1781,Kth,French,Le Milicien,Comédie,Anseaume,Duni,NA
244,5/27/1781,Bth,Court,Der argwöhnische Ehemann,Lustspiel,Gotter,NA,NA
245,5/27/1781,Kth,French,Le Tartuffe,Comédie,Molière,NA,NA
246,5/27/1781,Kth,French,Rose et Colas,Opéra comique,Sedaine,Monsigny,NA
247,5/28/1781,Bth,Court,Die Widersprecherin,Lustspiel,Dufresny,NA,NA
NA,NA,NA,NA,NA,NA,Gottsched,NA,NA
248,5/28/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
249,5/29/1781,Bth,Court,Der Schmuck,Lustspiel,Sprickmann,NA,NA
250,5/29/1781,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
251,5/29/1781,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
252,5/30/1781,Bth,Court,Die Trauer,Lustspiel,Hauteroche,NA,NA
NA,NA,NA,NA,NA,NA,Jester,NA,NA
253,5/30/1781,Bth,Court,"Adrast und Isidore, oder die Nachtmusik",Singspiel,Bretzner,Miča,Second and final performance
NA,NA,NA,NA,NA,NA,Molière,NA,NA
254,5/31/1781,Bth,Court,Romeo und Julie,Trauerspiel,Shakespeare,NA,NA
NA,NA,NA,NA,NA,NA,Weiße,NA,NA
255,5/31/1781,Kth,French,Le Tartuffe,Comédie,Molière,NA,NA
256,5/31/1781,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
258,6/1/1781,Bth,unknown,"Hanns bleibt Hanns, oder der Bauer, ein Fürst",Lustspiel,Schink,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
259,6/1/1781,Bth,unknown,Die Geschwisterliebe,Schauspiel,Weiße,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
260,6/2/1781,Bth,Court,Der Herr Gevatter,Lustspiel,Prévost,NA,NA
NA,NA,NA,NA,NA,NA,Pauerspach,NA,NA
261,6/2/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
262,6/2/1781,Kth,French,Le Legataire universel,Comédie,Regnard,NA,NA
263,6/2/1781,Kth,French,Le Huron,Opéra comique,Marmontel,Grétry,NA
264,6/3/1781,NA,NA,Theaters closed for Pentecost (Pfingsten),NA,NA,NA,"""Vacat wegen Pfingstfestes"""
265,6/4/1781,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
266,6/4/1781,Kth,French,Le Huron,Opéra comique,Marmontel,Grétry,NA
267,6/4/1781,Kth,French,Le Page étourdi,Comédie,unknown,NA,NA
268,6/5/1781,Bth,Court,"Eugenie, oder Die Tugend in Gefahr",Trauerspiel,Beaumarchais,NA,NA
NA,NA,NA,NA,NA,NA,unknown,NA,NA
269,6/5/1781,Bth,Court,Die Rechnung ohne den Wirth,Lustspiel,Schletter,NA,NA
270,6/6/1781,Bth,Court,Die Liebe unter den Handwerksleuten,Singspiel,Goldoni,Gassmann,NA
NA,NA,NA,NA,NA,NA,unknown,NA,NA
271,6/7/1781,Bth,Court,Die Nebenbuhler,Lustspiel,Sheridan,NA,NA
NA,NA,NA,NA,NA,NA,Engelbrecht,NA,NA
272,6/7/1781,Kth,French,Zémire et Azor,Opéra comique,Marmontel,Grétry,NA
273,6/8/1781,NA,NA,Theaters closed,NA,NA,NA,NA
274,6/9/1781,Bth,Court,Richard der Dritte,Trauerspiel,Weiße,NA,NA
275,6/9/1781,Kth,French,Jeannot et Colin,Comédie,Voltaire,NA,"First performed in Paris for the first time 14 Nov 1780. Adapted from a ""conte philosophique"" by Voltaire (1764)"
276,6/9/1781,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
277,6/10/1781,Bth,Court,Die Wölfe in der Heerde,Lustspiel,Stephanie d. J.,NA,NA
278,6/10/1781,Kth,French,Zémire et Azor,Opéra comique,Marmontel,Grétry,NA
279,6/11/1781,Bth,Court,Die Wirthschaftlerinn,Lustspiel,Stephanie d. J.,NA,NA
280,6/11/1781,Bth,Court,Die abgeredte Zauberey,Singspiel,Marmontel,Grétry,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
281,6/11/1781,Kth,unknown,"Concert, Floravante Agostinelli",NA,NA,NA,"""Musikalische Akademie z. V. v. Mrs. Agostinelli.""""Mrs."" is probably ""Monsieur,"" based on Schletter's apparent usage. There is a soprano Angela (Angelica) Agostinelli in Sartori in libretti from 1765 to 1767.""Agostinelli"" not in Gerber 1790 or Morrow. See Bernardini 1988, on the Venetian oboist/flutist Floravante Agostinelli (1741–1809). See his note 12. Alternate first names are ""Francesco Saverio"" and ""Florante"". He was employed by the Thurn und Taxis court for 32 years. Burney heard him in Ludwigsburg in 1772.Often referred to (Badley, Murray, Powell) as ""Florante"""
282,6/12/1781,Bth,Court,Edwin und Emma,Schauspiel,Schraembl,NA,NA
283,6/12/1781,Kth,French,Le Sorcier,Opéra comique,Poinsinet,Philidor,NA
284,6/12/1781,Kth,French,Le Mari retrouvé,Comédie,Dancourt,NA,NA
285,6/13/1781,Bth,Court,Die verfolgte Unbekannte,Singspiel,Petrosellini,Anfossi,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
286,6/14/1781,NA,NA,Theaters closed (Corpus Christi),NA,NA,NA,NA
287,6/15/1781,NA,NA,Theaters closed,NA,NA,NA,NA
288,6/16/1781,Bth,Court,Die heimliche Heyrath,Lustspiel,Colman,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
289,6/16/1781,Kth,French,"Adelaide, oder die Antipathie gegen die Liebe",Opéra comique,Marmontel,Grétry,NA
290,6/17/1781,Bth,Court,Die heimliche Heyrath,Lustspiel,Colman,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
291,6/17/1781,Kth,French,La Fausse Magie,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
292,6/17/1781,Kth,French,La Fausse Suivante,Comédie,Marivaux,NA,NA
293,6/18/1781,Bth,Court,Die verfolgte Unbekannte,Singspiel,Petrosellini,Anfossi,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
294,6/19/1781,Bth,Court,König Lear,Trauerspiel,Shakespeare,NA,NA
295,6/19/1781,Kth,French,L'Ami de la maison,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
296,6/19/1781,Kth,French,Les Trois Frères rivaux,Comédie,La Font,NA,NA
297,6/20/1781,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
298,6/20/1781,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
299,6/20/1781,Kth,French,L'Ami de la maison,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
300,6/21/1781,Bth,Court,Der argwöhnische Ehemann,Lustspiel,Gotter,NA,NA
301,6/21/1781,Kth,French,Tom Jones,Opéra comique,Poinsinet,Philidor,NA
302,6/22/1781,NA,NA,Theaters closed,NA,NA,NA,NA
303,6/23/1781,Bth,Court,Das Findelkind,Lustspiel,Brühl,NA,NA
304,6/23/1781,Bth,Court,Yariko,Trauerspiel,Pelzel,NA,NA
305,6/23/1781,Kth,French,La Fausse Magie,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
306,6/23/1781,Kth,French,La Pupille,Comédie,Fagan,NA,NA
307,6/24/1781,Bth,Court,Das Findelkind,Lustspiel,Brühl,NA,NA
308,6/24/1781,Bth,Court,Der Wittwer,Lustspiel,Carmontelle,NA,NA
NA,NA,NA,NA,NA,NA,unknown,NA,NA
309,6/24/1781,Kth,French,Le Déserteur,Drame mêlé de musique,Sedaine,Monsigny,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
310,6/25/1781,Bth,Court,Nacht und Ungefähr,Lustspiel,Capacelli,NA,NA
NA,NA,NA,NA,NA,NA,Laudes,NA,NA
311,6/25/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
312,6/26/1781,Bth,Court,Die heimliche Heyrath,Lustspiel,Colman,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
313,6/27/1781,Bth,Court,Die verfolgte Unbekannte,Singspiel,Petrosellini,Anfossi,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
314,6/27/1781,Kth,Kinder,Zémire et Azor,Opéra comique,Marmontel,Grétry,NA
315,6/28/1781,Bth,Court,Richard der Dritte,Trauerspiel,Weiße,NA,NA
316,6/28/1781,Kth,French,Le Mazet,Opéra comique,Anseaume,Duni,NA
317,6/28/1781,Kth,French,Crispin médecin,Comédie,Hauteroche,NA,NA
318,6/29/1781,NA,NA,Theaters closed,NA,NA,NA,NA
319,6/30/1781,Bth,Court,Die Gefahren der Verführung,Schauspiel,Mercier,NA,Final performance
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
320,6/30/1781,Bth,Court,Der Dichterling,Lustspiel,Eberl,NA,NA
321,6/30/1781,Kth,French,Orphée et Euridice,Tragédie-opéra,Calzabigi,Gluck,NA
NA,NA,NA,NA,NA,NA,Moline,NA,NA
322,7/1/1781,Bth,Court,Der Dichterling,Lustspiel,Eberl,NA,NA
323,7/1/1781,Bth,Court,Der Faßbinder,Singspiel,Poinsinet,Philidor,NA
324,7/1/1781,Kth,French,Orphée et Euridice,Tragédie-opéra,Calzabigi,Gluck,NA
NA,NA,NA,NA,NA,NA,Moline,NA,NA
325,7/2/1781,Bth,Court,Juliane von Lindorak,Lustspiel,Gozzi,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
326,7/2/1781,Bth,Court,Die abgenöthige Einwilligung,Lustspiel,Guyot de Merville,NA,NA
NA,NA,NA,NA,NA,NA,Gebler,NA,NA
327,7/2/1781,Kth,Preßburg,Das Gärtnermädchen von Fraskati,Singspiel,Livigni,Paisiello,NA
328,7/2/1781,Kth,Preßburg,Die Faßbinder,Ballet,unknown,unknown,NA
329,7/3/1781,Bth,Court,Die Ungetreuen,Lustspiel,Barthe,NA,NA
NA,NA,NA,NA,NA,NA,Reichard,NA,NA
330,7/3/1781,Bth,Court,"Die pücefarbnen Schuhe, oder Die schöne Schusterin",Singspiel,Stephanie d. J.,Umlauf,NA
331,7/3/1781,Kth,French,La Colonie,Opéra comique,unknown,Framery,NA
332,7/3/1781,Kth,French,"Crispin, Rival de son maître",Comédie,Lesage,NA,NA
333,7/4/1781,Bth,Court,Der Graf von Walltron,Trauerspiel,Möller,NA,NA
334,7/4/1781,NA,Preßburg,Das Gärtnermädchen von Fraskati,Singspiel,Livigni,Paisiello,NA
335,7/4/1781,Kth,Preßburg,Bauern verstehn nicht Spaß,Ballet,unknown,unknown,NA
336,7/5/1781,Bth,Court,Die unversehene Wette,Lustspiel,Sedaine,NA,NA
NA,NA,NA,NA,NA,NA,Rautenstrauch,NA,NA
337,7/5/1781,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
338,7/5/1781,Kth,French,La Colonie,Opéra comique,unknown,Framery,NA
339,7/5/1781,Kth,French,Les Deux Avares,Opéra comique,Falbaire de Quingey,Grétry,NA
340,7/6/1781,NA,NA,Theaters closed,NA,NA,NA,NA
341,7/7/1781,Bth,Court,Der Dienstfertige,Lustspiel,La Salle,NA,NA
NA,NA,NA,NA,NA,NA,Schletter,NA,NA
348,7/7/1781,Bth,Court,Der Dichterling,Lustspiel,Eberl,NA,NA
349,7/7/1781,Kth,French,Le Tout en peu,Comédie,unknown,NA,NA
350,7/7/1781,Kth,French,"Les Menechmes, ou les Jumeaux",Comédie,Regnard,NA,NA
342,7/8/1781,Bth,Court,Der Sklavenhändler von Smyrna,Lustspiel,Chamfort,NA,NA
NA,NA,NA,NA,NA,NA,Brahm,NA,NA
343,7/8/1781,Kth,Preßburg,Der Stolz des Grafen Barcelona,Singspiel,unknown,unknown,The singspiel is unidentified
344,7/8/1781,Kth,Preßburg,Die sieben Schwaben,Ballet,unknown,unknown,"""Die 7. Schwaben. B."""
345,7/9/1781,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
346,7/9/1781,Kth,French,Le Somnambule,Comédie,Ferriol de Pont-de-Veyle,NA,NA
347,7/9/1781,Kth,French,La Fausse Magie,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
351,7/10/1781,Bth,Court,Der Barbier von Sevilien,Lustspiel,Beaumarchais,NA,NA
352,7/10/1781,Kth,Preßburg,Milton und Elmire,Singspiel,Reinwald,Michl,"""Milton und Elmire / A. v. Göthe. Ballet.""Schletter may have confused Milton und Elmire with Goethe's Erwin und Elmire, which had been in the repertory of the court theater since 1776."
353,7/10/1781,Kth,Preßburg,No title,Ballet,unknown,unknown,NA
354,7/11/1781,Bth,Court,Der Liebhaber als ein Schriftsteller und Bedienter,Lustspiel,Cérou,NA,NA
NA,NA,NA,NA,NA,NA,Martin,NA,NA
355,7/11/1781,Bth,Court,Die Wâschermädchen,Singspiel,Bock,Zanetti,Performed only three times
356,7/11/1781,Kth,French,"Héraclite, ou le Triomphe de la Beauté",Comédie,Rauquil-Lieutaud,NA,NA
357,7/11/1781,Kth,French,Les Précieuses ridicules,Comédie,Molière,Monsigny,NA
358,7/12/1781,Bth,Court,Der gutherzige Murrkopf,Lustspiel,Goldoni,NA,NA
NA,NA,NA,NA,NA,NA,Stephanie d. Ä.,NA,NA
359,7/12/1781,Bth,Court,Andromeda und Perseus,Schauspiel,Kempelen,Zimmermann,Final performance
360,7/12/1781,Kth,Preßburg,Ariadne auf Naxos,Duodrama,Brandes,Benda,NA
361,7/12/1781,Kth,Preßburg,Inkle und Yariko,Trauerspiel,Pelzel,NA,Confusion over multiple works with this or related titles.
362,7/12/1781,Kth,Preßburg,No title,Ballet,unknown,unknown,NA
363,7/13/1781,NA,NA,Theaters closed,NA,NA,NA,NA
364,7/14/1781,Bth,Court,Der Dienstfertige,Lustspiel,La Salle,NA,NA
NA,NA,NA,NA,NA,NA,Schletter,NA,NA
365,7/14/1781,Bth,Court,Der verlogene Bediente,Lustspiel,Garrick,NA,NA
NA,NA,NA,NA,NA,NA,Ratschky,NA,NA
366,7/14/1781,Kth,Preßburg,Der Jahrmarkt von Venedig,Singspiel,Boccherini,Salieri,NA
NA,NA,NA,NA,NA,NA,unknown,NA,NA
367,7/15/1781,Bth,Court,Der verlogene Bediente,Lustspiel,Garrick,NA,NA
NA,NA,NA,NA,NA,NA,Ratschky,NA,NA
368,7/15/1781,Bth,Court,Die Wâschermädchen,Singspiel,Bock,Zanetti,NA
369,7/15/1781,Kth,French,"La Comédie à l'impromptu, ou les Dupes",Comédie,Dorvigny,NA,NA
370,7/15/1781,Kth,French,Le Tonnellier,Opéra comique,Audinot,Gossec,NA
371,7/15/1781,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
372,7/16/1781,Bth,Court,Die heimliche Heyrath,Lustspiel,Colman,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
373,7/16/1781,Kth,French,Inkle und Yariko,Trauerspiel,Pelzel,NA,NA
374,7/16/1781,Kth,French,No title,Ballet,unknown,unknown,NA
375,7/16/1781,Kth,French,Springerkünde (tumblers),NA,NA,NA,NA
376,7/17/1781,Bth,Court,"Adelaide, oder die Antipathie gegen die Liebe",Lustspiel,Du Doyer de Gastels,NA,Final performance
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
377,7/17/1781,Bth,Court,"Die pücefarbnen Schuhe, oder Die schöne Schusterin",Singspiel,Stephanie d. J.,Umlauf,NA
378,7/17/1781,Kth,French,Le Roi et le Fermier,Opéra comique,Sedaine,Monsigny,NA
379,7/17/1781,Kth,French,"La Comédie à l'impromptu, ou les Dupes",Comédie,Dorvigny,NA,NA
380,7/18/1781,Bth,Court,Olivie,Trauerspiel,Brandes,NA,NA
381,7/18/1781,Bth,Court,Wer wird sie kriegen,Lustspiel,Eckardt,NA,NA
382,7/18/1781,Kth,Preßburg,Der Jahrmarkt von Venedig,Singspiel,Boccherini,Salieri,NA
NA,NA,NA,NA,NA,NA,unknown,NA,NA
383,7/19/1781,Bth,Court,Zemire und Azor,Opéra comique,Marmontel,Grétry,In German
384,7/20/1781,NA,NA,Theaters closed,NA,NA,NA,NA
385,7/21/1781,Bth,Court,Die dürftige Familie,Schauspiel,Mercier,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
388,7/21/1781,Bth,Court,Der Teufel steckt in ihm,Lustspiel,Colman,NA,NA
NA,NA,NA,NA,NA,NA,Reichard,NA,NA
389,7/21/1781,Kth,French,La Belle Arsène,Comédie mêlée d'ariettes,Favart,Monsigny,NA
386,7/22/1781,Bth,Court,Der Kühehirt,Lustspiel,Weidmann,NA,NA
387,7/22/1781,Kth,Preßburg,Die zwey Gräfinnen,Singspiel,Petrosellini,Paisiello,"German version of Le due contesse, which had been performed in Vienna in 1776 and 1777."
NA,NA,NA,NA,NA,NA,unknown,NA,NA
390,7/22/1781,Bth,Court,Die dürftige Familie,Schauspiel,Mercier,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
391,7/23/1781,Bth,Court,Der Todte ein Freyer,Lustspiel,Sedaine,NA,NA
NA,NA,NA,NA,NA,NA,Pauerspach,NA,NA
392,7/23/1781,Bth,Court,Die abgeredte Zauberey,Singspiel,Marmontel,Grétry,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
393,7/23/1781,Kth,French,Zémire et Azor,Opéra comique,Marmontel,Grétry,NA
394,7/24/1781,Bth,Court,Der Westindier,Lustspiel,Cumberland,NA,NA
NA,NA,NA,NA,NA,NA,Kepner,NA,NA
395,7/25/1781,Bth,Court,Der Barbier von Sevilien,Lustspiel,Beaumarchais,NA,NA
396,7/25/1781,Kth,French,Monsieur de St. Charles,Comédie,Gernevalde,NA,NA
397,7/25/1781,Kth,French,L'Ami de la maison,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
398,7/26/1781,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,NA
NA,NA,NA,NA,NA,NA,Faber,NA,NA
399,7/26/1781,Kth,French,Le Maréchal ferrant,Opéra comique,Quétant,Philidor,NA
NA,NA,NA,NA,NA,NA,Anseaume,NA,NA
400,7/26/1781,Kth,French,L'Ami de la maison,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
401,7/27/1781,NA,NA,Theaters closed,NA,NA,NA,NA
402,7/28/1781,Bth,Court,Elfride,Trauerspiel,Mason,NA,NA
NA,NA,NA,NA,NA,NA,Bertuch,NA,NA
403,7/28/1781,Bth,Court,Die große Batterie,Lustspiel,Ayrenhoff,NA,NA
404,7/28/1781,Kth,French,La Rosière de Salency,Opéra comique,Favart,Philidor,NA
405,7/29/1781,Bth,Court,Betrug für Betrug,Lustspiel,Schletter,NA,NA
406,7/29/1781,Kth,French,La Belle Arsène,Comédie mêlée d'ariettes,Favart,Monsigny,NA
407,7/30/1781,Bth,Court,Die gegenseitige Probe,Lustspiel,Legrand,NA,NA
NA,NA,NA,NA,NA,NA,Meißner,NA,NA
408,7/30/1781,Bth,Court,Der Hausfreund,Singspiel,Marmontel,Grétry,NA
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
409,7/30/1781,Kth,French,L'Amitié à l'epreuve,Comédie mêlée d'ariettes,Favart,Grétry,NA
410,7/30/1781,Kth,French,Les Folies amoureuses,Comédie,Regnard,NA,NA
411,7/31/1781,NA,Court,Erwine von Steinheim,Trauerspiel,Blumauer,NA,NA
412,8/1/1781,Bth,Court,Bekir und Gulroui,Lustspiel,Cardonne,NA,Final performance
NA,NA,NA,NA,NA,NA,Ratschky,NA,NA
413,8/1/1781,Bth,Court,Der Deserteur,Drame mêlé de musique,Sedaine,Monsigny,"In German, as a singspiel"
NA,NA,NA,NA,NA,NA,Stephanie d. J.,NA,NA
414,8/1/1781,Kth,French,La Colonie,Opéra comique,unknown,Framery,NA
415,8/1/1781,Kth,French,La Pupille,Comédie,Fagan,NA,NA
416,8/2/1781,Bth,Court,Die dürftige Familie,Schauspiel,Mercier,NA,NA
NA,NA,NA,NA,NA,NA,Schröder,NA,NA
417,8/2/1781,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
418,8/2/1781,Kth,French,Le Mazet,Opéra comique,Anseaume,Duni,NA
